temperature,rainfall,humidity,label
22.6,25.97,62.18,winter cardamom
26.11,116.83,64.53,winter cardamom
18.07,54.13,63.02,winter cardamom
25.07,62.05,66.88,winter cardamom
24.87,33.81,59.01,winter cardamom
17.93,92.19,64.1,winter cardamom
21.54,24.3,68.75,winter cardamom
20.63,122.05,69.48,winter cardamom
22.36,63.81,68.56,winter cardamom
20.33,114.05,64.77,winter cardamom
21.98,117.12,61.23,winter cardamom
16.69,196.58,48.39,blue mango
11.2,190.65,52.57,blue mango
20.52,214.13,54.03,blue mango
13.34,248.69,46.25,blue mango
17.05,211.23,43.41,blue mango
20.41,213.09,39.61,blue mango
12.69,246.0,49.82,blue mango
10.81,222.29,35.97,blue mango
17.49,183.55,44.34,blue mango
21.25,242.32,37.93,blue mango
14.65,191.96,44.95,blue mango
19.04,204.43,51.96,blue mango
16.69,234.73,36.65,blue mango
9.07,225.71,54.83,blue mango
20.34,196.08,47.11,blue mango
18.84,212.76,57.21,summer cardamom
12.8,187.4,56.27,summer cardamom
21.21,160.66,52.92,summer cardamom
15.11,206.09,47.93,summer cardamom
19.62,170.01,56.19,summer cardamom
16.12,175.29,53.58,summer cardamom
16.77,177.05,48.64,summer cardamom
13.24,146.07,52.59,summer cardamom
14.91,161.37,53.78,summer cardamom
12.89,144.46,58.83,summer cardamom
17.48,161.21,48.77,summer cardamom
18.72,201.99,52.58,summer cardamom
24.65,160.65,49.88,summer cardamom
19.66,211.41,53.61,summer cardamom
17.53,190.53,50.69,summer cardamom
15.94,205.2,42.48,red tobacco
10.25,295.88,38.4,red tobacco
6.89,193.0,45.59,red tobacco
6.16,154.84,35.23,red tobacco
12.42,249.92,38.98,red tobacco
9.12,206.33,38.6,red tobacco
12.52,201.73,48.5,red tobacco
14.57,210.01,33.73,red tobacco
7.75,211.53,47.53,red tobacco
11.17,232.12,37.82,red tobacco
14.85,209.86,43.82,red tobacco
14.58,258.17,52.58,red tobacco
6.23,240.8,33.63,red tobacco
13.88,259.63,40.7,red tobacco
6.03,157.2,33.14,red tobacco
11.4,268.86,71.11,valley turnip
8.62,185.12,80.83,valley turnip
8.69,197.59,83.95,valley turnip
17.29,192.45,92.97,valley turnip
10.69,240.0,88.82,valley turnip
12.21,208.81,73.19,valley turnip
13.02,179.96,82.63,valley turnip
11.04,202.04,89.08,valley turnip
17.85,261.37,77.15,valley turnip
8.68,279.58,87.04,valley turnip
20.5,248.92,90.22,valley turnip
18.97,186.84,84.93,valley turnip
15.99,231.77,71.63,valley turnip
12.94,182.24,68.64,valley turnip
16.45,189.96,76.37,valley turnip
7.14,211.7,75.82,winter clover
12.08,211.84,84.02,winter clover
10.2,203.18,89.47,winter clover
7.56,180.72,75.77,winter clover
10.28,160.66,72.54,winter clover
11.75,169.54,73.79,winter clover
9.6,187.14,88.26,winter clover
12.46,178.11,81.46,winter clover
15.05,193.61,73.11,winter clover
10.83,212.63,76.44,winter clover
12.23,186.88,77.96,winter clover
7.62,211.3,86.21,winter clover
12.18,178.99,78.71,winter clover
10.28,183.69,76.94,winter clover
8.1,204.32,71.57,winter clover
20.86,173.94,55.96,white sisal
26.19,189.77,44.41,white sisal
29.42,168.43,46.33,white sisal
22.57,242.13,46.06,white sisal
23.98,241.1,46.06,white sisal
28.55,174.73,48.92,white sisal
22.4,230.18,47.6,white sisal
23.44,151.31,58.0,white sisal
28.27,258.84,47.13,white sisal
24.22,205.82,54.29,white sisal
24.56,260.47,40.45,white sisal
31.43,233.85,53.45,white sisal
28.82,165.2,55.73,white sisal
31.55,204.1,46.74,white sisal
19.06,142.98,55.91,white sisal
17.23,97.76,76.4,summer plum
17.28,92.26,78.94,summer plum
18.69,104.26,76.11,summer plum
17.18,203.97,80.29,summer plum
18.77,96.9,78.18,summer plum
17.37,113.54,72.23,summer plum
20.03,84.62,73.54,summer plum
20.71,149.03,74.85,summer plum
25.72,177.25,80.56,summer plum
23.67,176.72,71.1,summer plum
22.44,103.65,79.97,summer plum
20.72,122.89,78.72,summer plum
24.17,106.37,77.89,summer plum
22.75,103.91,70.39,summer plum
20.09,90.52,75.0,summer plum
19.33,97.31,59.33,organic walnut
17.09,126.6,65.98,organic walnut
18.75,99.33,61.52,organic walnut
20.91,104.88,59.1,organic walnut
18.25,94.48,67.3,organic walnut
16.9,114.03,53.96,organic walnut
13.11,116.96,62.92,organic walnut
21.92,112.79,67.17,organic walnut
17.72,97.57,66.24,organic walnut
20.98,114.71,59.26,organic walnut
21.2,109.18,61.72,organic walnut
20.24,88.57,67.77,organic walnut
17.45,124.12,64.99,organic walnut
14.96,124.43,63.33,organic walnut
14.82,123.03,52.86,organic walnut
23.07,133.81,47.17,summer date
21.16,146.83,49.66,summer date
23.17,118.35,40.39,summer date
23.57,108.73,52.42,summer date
23.32,140.71,45.09,summer date
23.21,115.51,51.27,summer date
20.82,142.36,53.98,summer date
19.52,117.29,41.94,summer date
19.72,121.2,47.29,summer date
22.15,151.53,54.27,summer date
22.05,133.96,58.77,summer date
20.5,117.77,42.22,summer date
21.84,141.38,42.34,summer date
20.73,146.01,57.66,summer date
21.12,135.56,54.23,summer date
33.06,185.62,49.85,hybrid melon
30.88,218.53,62.69,hybrid melon
30.57,185.96,51.36,hybrid melon
31.71,193.55,55.81,hybrid melon
28.14,209.61,62.38,hybrid melon
29.31,192.73,52.07,hybrid melon
28.61,190.42,56.88,hybrid melon
26.64,215.56,54.76,hybrid melon
31.23,210.64,62.29,hybrid melon
26.6,195.64,60.39,hybrid melon
25.12,193.44,53.82,hybrid melon
25.75,193.18,60.95,hybrid melon
31.05,220.95,62.29,hybrid melon
32.25,198.21,61.38,hybrid melon
26.67,215.12,66.99,hybrid melon
29.27,150.28,41.08,hybrid guava
20.23,166.14,48.62,hybrid guava
23.68,259.35,49.72,hybrid guava
25.44,220.05,45.37,hybrid guava
26.04,243.15,50.13,hybrid guava
20.22,246.85,43.5,hybrid guava
24.63,225.28,42.59,hybrid guava
20.62,248.62,49.85,hybrid guava
26.18,148.2,44.28,hybrid guava
26.77,203.66,45.26,hybrid guava
24.53,239.47,42.18,hybrid guava
20.66,229.47,43.56,hybrid guava
19.3,171.76,49.56,hybrid guava
23.59,256.61,44.57,hybrid guava
22.02,255.24,42.1,hybrid guava
17.35,38.92,69.29,winter apricot
18.13,50.15,80.48,winter apricot
18.51,41.32,83.4,winter apricot
18.84,85.12,67.44,winter apricot
20.07,91.81,83.05,winter apricot
18.56,66.54,73.17,winter apricot
18.9,53.21,88.47,winter apricot
19.16,38.19,77.02,winter apricot
21.53,44.55,69.09,winter apricot
18.62,43.84,85.87,winter apricot
17.7,52.18,72.41,winter apricot
20.3,75.79,87.6,winter apricot
20.81,66.52,84.8,winter apricot
19.03,90.44,78.4,winter apricot
21.99,46.05,71.41,winter apricot
18.18,280.82,49.71,hybrid sesame
21.0,270.94,57.81,hybrid sesame
12.53,225.97,64.6,hybrid sesame
11.71,278.81,64.14,hybrid sesame
24.46,258.17,56.42,hybrid sesame
23.25,260.52,47.51,hybrid sesame
20.17,215.89,63.57,hybrid sesame
14.17,284.66,59.61,hybrid sesame
23.36,286.04,50.23,hybrid sesame
15.7,233.43,53.36,hybrid sesame
21.98,254.45,53.67,hybrid sesame
17.07,256.18,63.54,hybrid sesame
18.68,263.67,45.1,hybrid sesame
20.98,216.38,47.65,hybrid sesame
19.29,272.43,59.38,hybrid sesame
18.36,233.82,43.02,mountain pistachio
12.84,236.96,44.57,mountain pistachio
7.99,236.53,46.68,mountain pistachio
14.56,162.08,52.55,mountain pistachio
20.31,248.44,52.61,mountain pistachio
14.63,208.9,47.24,mountain pistachio
12.58,232.73,49.7,mountain pistachio
9.21,200.67,50.36,mountain pistachio
8.0,228.65,52.79,mountain pistachio
12.33,157.06,55.16,mountain pistachio
15.69,169.19,52.51,mountain pistachio
13.33,210.51,54.84,mountain pistachio
18.16,154.37,50.39,mountain pistachio
18.4,238.72,45.89,mountain pistachio
20.38,224.41,53.64,mountain pistachio
20.81,165.58,60.23,hybrid rye
12.29,268.8,62.47,hybrid rye
18.34,265.05,68.07,hybrid rye
15.97,272.74,61.43,hybrid rye
19.11,175.8,82.81,hybrid rye
13.77,161.17,64.12,hybrid rye
18.64,185.05,73.41,hybrid rye
16.31,169.25,62.0,hybrid rye
21.17,238.71,71.43,hybrid rye
23.03,187.89,79.59,hybrid rye
13.89,229.42,70.69,hybrid rye
23.52,261.78,61.45,hybrid rye
21.24,264.32,77.95,hybrid rye
15.95,196.12,76.16,hybrid rye
16.52,217.03,63.95,hybrid rye
25.17,62.97,55.39,mountain millet
32.47,168.08,56.9,mountain millet
31.6,75.79,55.08,mountain millet
23.71,167.9,55.2,mountain millet
23.14,60.6,51.8,mountain millet
26.06,75.31,52.05,mountain millet
32.88,74.87,61.86,mountain millet
31.86,135.63,51.49,mountain millet
31.76,187.45,61.98,mountain millet
26.91,182.81,48.74,mountain millet
26.35,171.79,54.17,mountain millet
31.27,133.01,60.42,mountain millet
24.99,126.57,61.67,mountain millet
33.67,74.27,58.98,mountain millet
28.29,87.28,57.57,mountain millet
16.33,169.06,45.39,green pistachio
18.3,172.78,53.89,green pistachio
19.56,90.86,45.12,green pistachio
14.18,176.82,41.4,green pistachio
17.83,80.22,44.52,green pistachio
16.28,171.54,41.69,green pistachio
23.34,90.41,53.62,green pistachio
16.73,115.19,51.05,green pistachio
20.41,84.21,50.98,green pistachio
24.24,107.14,43.67,green pistachio
17.57,129.63,51.46,green pistachio
25.84,82.57,53.03,green pistachio
25.54,169.19,47.98,green pistachio
20.78,172.22,52.14,green pistachio
22.91,169.97,46.02,green pistachio
25.16,230.97,35.12,organic melon
16.46,164.9,49.66,organic melon
19.38,226.68,54.41,organic melon
21.1,146.53,50.48,organic melon
21.38,233.31,48.56,organic melon
18.28,153.48,44.4,organic melon
16.49,192.11,42.34,organic melon
20.63,238.2,45.65,organic melon
20.69,225.23,50.6,organic melon
21.45,233.79,38.17,organic melon
18.3,196.86,52.86,organic melon
19.48,154.23,47.62,organic melon
23.17,194.33,54.82,organic melon
21.55,164.21,44.86,organic melon
18.16,218.25,48.64,organic melon
17.59,204.76,74.84,golden mango
19.51,167.24,66.11,golden mango
20.73,189.12,71.4,golden mango
26.95,198.45,65.32,golden mango
27.55,146.49,62.32,golden mango
21.77,194.97,72.96,golden mango
19.15,145.69,65.87,golden mango
16.34,153.23,71.44,golden mango
21.65,181.95,67.85,golden mango
20.81,233.33,67.82,golden mango
23.35,170.43,68.21,golden mango
23.08,231.61,73.94,golden mango
28.97,194.61,63.9,golden mango
22.85,224.17,63.06,golden mango
20.84,182.35,64.1,golden mango
24.53,185.08,69.53,green almond
28.1,192.35,78.12,green almond
27.75,256.93,71.2,green almond
28.79,170.92,77.14,green almond
25.45,280.2,82.37,green almond
28.53,280.44,72.54,green almond
28.19,159.35,75.48,green almond
23.34,259.86,71.47,green almond
28.53,183.26,71.76,green almond
26.27,199.73,74.1,green almond
25.07,278.86,77.53,green almond
28.39,257.84,68.66,green almond
27.96,260.15,79.63,green almond
28.77,202.62,81.14,green almond
27.08,193.23,70.8,green almond
24.01,199.04,60.0,pineapple
27.02,132.58,61.8,pineapple
25.76,198.48,46.45,pineapple
24.54,183.43,57.55,pineapple
27.31,134.07,55.99,pineapple
24.07,160.31,49.29,pineapple
27.49,222.65,47.28,pineapple
26.95,201.79,52.24,pineapple
22.28,170.73,44.18,pineapple
26.56,190.03,52.3,pineapple
26.51,204.1,46.67,pineapple
22.97,180.32,54.98,pineapple
24.24,128.39,58.62,pineapple
22.02,192.32,46.94,pineapple
25.39,137.89,53.17,pineapple
23.62,155.62,68.2,wild grapefruit
30.2,168.68,69.8,wild grapefruit
30.96,134.26,64.38,wild grapefruit
33.84,154.1,63.33,wild grapefruit
33.62,159.72,65.16,wild grapefruit
24.86,171.85,67.03,wild grapefruit
26.53,144.33,65.07,wild grapefruit
30.73,158.86,57.67,wild grapefruit
32.99,152.96,60.0,wild grapefruit
25.44,142.06,64.8,wild grapefruit
24.03,163.62,61.83,wild grapefruit
35.57,170.65,62.83,wild grapefruit
27.14,159.71,66.74,wild grapefruit
32.19,172.47,67.83,wild grapefruit
31.1,150.59,60.08,wild grapefruit
25.3,77.01,44.43,black rosemary
25.46,43.85,35.9,black rosemary
20.3,58.45,55.01,black rosemary
23.36,53.52,39.76,black rosemary
23.07,72.92,34.69,black rosemary
26.59,69.83,48.15,black rosemary
25.61,76.58,42.28,black rosemary
26.01,74.56,35.13,black rosemary
21.79,63.08,44.04,black rosemary
27.45,73.52,34.69,black rosemary
21.15,49.63,50.56,black rosemary
26.53,74.34,37.45,black rosemary
26.23,61.83,49.05,black rosemary
27.28,40.67,41.2,black rosemary
24.73,67.49,37.12,black rosemary
26.08,148.38,71.96,southern taro
26.37,121.59,68.09,southern taro
23.08,125.6,84.86,southern taro
27.59,124.45,87.77,southern taro
24.25,113.2,84.19,southern taro
29.06,140.29,73.81,southern taro
26.93,115.19,77.59,southern taro
24.32,149.87,77.86,southern taro
27.01,113.88,87.02,southern taro
27.49,159.55,82.0,southern taro
26.51,150.73,88.32,southern taro
26.12,113.48,67.44,southern taro
23.83,148.37,71.95,southern taro
25.83,159.45,74.33,southern taro
23.93,112.89,89.9,southern taro
8.44,202.09,56.97,white lavender
20.41,250.77,54.88,white lavender
8.96,192.36,68.39,white lavender
16.84,155.0,69.87,white lavender
19.65,199.2,58.98,white lavender
19.77,169.18,52.77,white lavender
15.03,168.35,70.18,white lavender
17.11,182.08,59.57,white lavender
10.95,197.38,58.03,white lavender
20.57,215.51,53.25,white lavender
10.82,237.43,55.42,white lavender
10.51,226.28,54.23,white lavender
20.01,239.91,58.67,white lavender
20.01,241.75,57.92,white lavender
10.66,169.06,51.69,white lavender
25.54,182.34,46.79,organic bean
25.56,200.86,39.42,organic bean
24.51,215.81,50.22,organic bean
24.41,190.92,48.0,organic bean
24.76,189.07,40.05,organic bean
23.26,181.46,45.81,organic bean
25.77,180.99,46.83,organic bean
28.67,179.29,43.15,organic bean
25.65,220.84,41.49,organic bean
25.86,197.59,43.72,organic bean
26.39,187.87,45.72,organic bean
25.4,189.13,50.29,organic bean
26.09,205.97,39.93,organic bean
22.13,178.16,45.44,organic bean
28.99,219.84,41.15,organic bean
20.98,247.53,70.55,black cassava
20.78,295.71,76.7,black cassava
22.0,230.19,79.19,black cassava
19.31,283.97,76.65,black cassava
20.29,317.89,74.03,black cassava
17.49,220.78,77.72,black cassava
20.72,245.8,73.18,black cassava
18.63,210.98,72.93,black cassava
23.01,285.17,71.25,black cassava
21.49,255.99,70.47,black cassava
22.12,278.6,74.27,black cassava
23.45,226.44,78.38,black cassava
22.48,207.12,70.14,black cassava
21.43,230.63,72.5,black cassava
21.84,215.11,73.88,black cassava
11.47,112.81,58.05,red gourd
11.7,100.35,53.18,red gourd
15.35,92.74,54.47,red gourd
20.12,80.25,48.95,red gourd
20.35,82.66,54.56,red gourd
11.37,83.93,38.78,red gourd
11.57,103.63,50.22,red gourd
17.92,112.09,42.59,red gourd
13.47,107.59,44.92,red gourd
12.71,101.41,41.77,red gourd
12.52,98.44,41.14,red gourd
17.77,78.45,54.42,red gourd
14.57,97.47,52.98,red gourd
14.78,91.27,51.42,red gourd
15.47,81.11,58.57,red gourd
13.84,65.47,40.7,red peanut
11.96,114.22,43.72,red peanut
13.33,68.85,52.53,red peanut
12.38,98.41,50.26,red peanut
16.16,90.76,37.56,red peanut
14.75,149.85,42.79,red peanut
19.86,95.26,45.23,red peanut
15.98,53.07,39.15,red peanut
14.5,154.65,38.58,red peanut
15.77,66.42,36.22,red peanut
16.21,52.46,40.03,red peanut
16.1,35.76,44.86,red peanut
12.29,34.95,55.02,red peanut
16.9,158.4,47.84,red peanut
11.7,79.83,39.41,red peanut
21.2,175.46,68.37,organic sage
18.15,149.29,69.73,organic sage
19.26,166.62,60.08,organic sage
17.23,155.51,72.5,organic sage
19.38,159.62,71.21,organic sage
18.43,154.95,65.55,organic sage
19.66,164.62,72.95,organic sage
20.88,179.23,72.85,organic sage
21.92,169.16,68.3,organic sage
18.29,165.52,65.09,organic sage
18.18,176.64,66.67,organic sage
17.39,164.64,69.41,organic sage
20.01,171.67,66.64,organic sage
18.03,182.73,68.52,organic sage
17.75,184.25,64.12,organic sage
32.97,185.25,69.25,sage
25.27,196.39,64.01,sage
35.08,189.56,60.31,sage
36.74,193.63,72.47,sage
34.5,202.03,72.26,sage
35.94,187.12,70.69,sage
34.57,209.39,64.89,sage
30.7,182.3,72.59,sage
34.81,210.84,72.01,sage
27.74,200.56,61.96,sage
35.46,189.15,70.88,sage
28.0,209.26,74.5,sage
30.12,179.69,59.95,sage
33.83,195.11,67.14,sage
32.61,203.92,68.16,sage
26.33,144.53,58.2,southern date
27.3,171.52,51.79,southern date
29.73,183.02,55.37,southern date
26.49,203.16,58.54,southern date
27.41,177.33,54.17,southern date
25.88,200.3,50.03,southern date
27.78,184.7,54.45,southern date
25.6,203.98,60.95,southern date
24.77,136.57,49.88,southern date
27.62,179.68,46.46,southern date
24.77,130.84,52.59,southern date
24.26,187.16,56.33,southern date
29.62,121.65,55.75,southern date
29.01,126.64,51.01,southern date
27.22,152.94,55.12,southern date
21.65,157.98,61.23,golden basil
17.91,87.57,56.71,golden basil
23.36,136.55,59.56,golden basil
20.62,127.68,52.46,golden basil
25.2,95.6,52.24,golden basil
19.48,98.99,55.66,golden basil
16.16,168.52,63.42,golden basil
20.63,169.87,52.73,golden basil
22.72,99.07,62.89,golden basil
22.61,181.15,59.3,golden basil
23.67,160.29,57.18,golden basil
21.37,122.41,56.76,golden basil
22.6,157.01,56.94,golden basil
15.22,108.33,53.2,golden basil
22.98,105.02,63.29,golden basil
16.68,130.0,46.74,golden berry
24.61,117.29,54.48,golden berry
16.53,121.28,52.36,golden berry
21.59,116.48,46.54,golden berry
26.65,136.18,38.39,golden berry
24.09,118.62,36.07,golden berry
15.66,129.21,43.86,golden berry
19.9,144.29,36.88,golden berry
14.71,106.89,43.44,golden berry
27.82,130.89,44.15,golden berry
17.75,134.59,40.73,golden berry
27.36,150.98,47.2,golden berry
17.99,112.03,58.29,golden berry
19.44,149.19,40.41,golden berry
27.58,122.34,43.42,golden berry
15.73,203.94,75.41,winter corn
12.91,150.91,81.79,winter corn
19.93,167.26,82.49,winter corn
8.89,145.1,82.84,winter corn
10.51,210.84,76.64,winter corn
13.6,231.65,86.12,winter corn
7.64,261.27,71.54,winter corn
20.27,234.92,87.82,winter corn
6.99,250.9,87.19,winter corn
7.93,245.4,76.76,winter corn
11.19,241.48,84.52,winter corn
7.38,211.43,71.05,winter corn
13.21,179.08,84.99,winter corn
14.97,230.17,82.99,winter corn
6.33,153.17,76.67,winter corn
5.15,297.66,67.15,blue tomato
6.4,281.18,74.76,blue tomato
13.08,285.99,72.3,blue tomato
9.38,238.38,64.51,blue tomato
8.32,255.37,66.15,blue tomato
14.67,212.81,76.32,blue tomato
18.75,205.81,71.07,blue tomato
13.1,247.76,67.47,blue tomato
9.48,234.42,67.91,blue tomato
9.44,221.23,70.46,blue tomato
8.92,266.25,63.76,blue tomato
16.58,253.46,73.16,blue tomato
9.74,228.74,73.38,blue tomato
7.77,282.64,69.56,blue tomato
14.91,276.48,66.89,blue tomato
19.72,131.17,70.93,red apricot
19.14,108.19,74.8,red apricot
15.74,163.66,75.29,red apricot
19.36,193.22,81.35,red apricot
19.93,204.13,80.38,red apricot
16.65,187.82,70.91,red apricot
19.01,171.02,69.19,red apricot
17.01,204.46,67.51,red apricot
14.52,208.24,73.68,red apricot
14.04,134.44,68.97,red apricot
16.95,127.41,67.12,red apricot
16.73,210.4,67.79,red apricot
12.65,138.13,78.74,red apricot
14.54,129.55,80.17,red apricot
15.01,116.57,80.02,red apricot
26.32,181.61,70.59,green peach
26.21,240.83,79.92,green peach
27.62,229.35,83.69,green peach
30.54,216.42,77.36,green peach
26.75,230.03,81.08,green peach
27.19,186.74,81.43,green peach
34.96,213.4,78.75,green peach
34.75,229.28,81.65,green peach
34.86,252.74,79.56,green peach
29.34,184.38,85.96,green peach
24.36,220.17,81.62,green peach
30.88,228.48,83.78,green peach
34.54,245.05,75.39,green peach
30.37,221.64,82.66,green peach
30.06,186.36,75.41,green peach
27.7,82.75,53.03,southern fescue
27.4,85.68,52.89,southern fescue
26.72,75.98,54.22,southern fescue
26.55,132.07,48.91,southern fescue
28.75,142.55,53.07,southern fescue
27.58,106.73,55.49,southern fescue
29.46,110.29,50.31,southern fescue
28.75,120.37,45.17,southern fescue
25.91,128.2,49.53,southern fescue
27.93,92.37,50.22,southern fescue
25.34,91.67,50.14,southern fescue
24.56,123.16,46.93,southern fescue
27.0,134.38,49.94,southern fescue
27.87,114.3,55.33,southern fescue
26.42,129.05,53.31,southern fescue
23.87,182.75,59.02,wild blueberry
20.24,133.15,49.32,wild blueberry
22.4,162.19,56.78,wild blueberry
23.44,182.16,59.73,wild blueberry
23.71,162.42,57.07,wild blueberry
22.76,173.85,50.37,wild blueberry
19.28,159.13,47.44,wild blueberry
19.16,162.92,53.31,wild blueberry
22.47,163.06,55.62,wild blueberry
19.94,166.11,45.33,wild blueberry
20.12,148.33,53.99,wild blueberry
21.46,177.65,51.27,wild blueberry
23.86,147.26,55.88,wild blueberry
19.56,154.99,56.34,wild blueberry
21.64,148.81,53.37,wild blueberry
26.03,112.2,54.54,summer nutmeg
23.71,143.59,40.19,summer nutmeg
32.47,164.54,54.22,summer nutmeg
25.68,65.4,50.74,summer nutmeg
32.97,71.33,56.7,summer nutmeg
35.71,112.01,55.91,summer nutmeg
23.93,151.32,51.01,summer nutmeg
24.78,78.34,43.62,summer nutmeg
32.15,167.47,41.33,summer nutmeg
30.14,74.13,48.83,summer nutmeg
37.01,190.07,41.15,summer nutmeg
22.71,144.01,50.45,summer nutmeg
36.02,145.78,47.95,summer nutmeg
37.07,126.24,52.84,summer nutmeg
27.18,171.77,45.25,summer nutmeg
23.29,187.82,78.13,southern yam
36.0,132.92,70.33,southern yam
36.81,129.64,71.01,southern yam
28.16,120.44,72.5,southern yam
25.49,139.03,64.46,southern yam
22.29,141.95,64.19,southern yam
26.62,164.05,74.45,southern yam
27.96,143.19,74.95,southern yam
31.2,175.75,71.13,southern yam
29.28,157.13,75.27,southern yam
22.97,171.72,61.14,southern yam
26.13,183.6,63.77,southern yam
30.35,126.2,69.9,southern yam
34.57,119.21,69.93,southern yam
31.02,125.89,73.37,southern yam
32.36,168.81,45.85,hybrid watermelon
23.41,188.68,41.16,hybrid watermelon
28.15,204.77,45.66,hybrid watermelon
32.03,205.37,36.71,hybrid watermelon
23.31,188.28,34.37,hybrid watermelon
30.77,176.39,46.02,hybrid watermelon
27.6,169.14,40.93,hybrid watermelon
24.82,170.71,46.3,hybrid watermelon
26.81,206.84,34.88,hybrid watermelon
27.34,194.85,34.68,hybrid watermelon
33.35,188.16,42.92,hybrid watermelon
31.92,165.72,43.77,hybrid watermelon
25.54,201.42,38.99,hybrid watermelon
32.1,164.41,35.97,hybrid watermelon
30.87,167.16,38.1,hybrid watermelon
27.42,116.03,45.4,sweet grape
27.45,43.18,47.82,sweet grape
26.14,133.94,51.07,sweet grape
22.97,189.44,44.59,sweet grape
29.51,96.21,41.91,sweet grape
24.58,67.14,49.3,sweet grape
29.35,149.75,51.8,sweet grape
28.24,157.71,48.91,sweet grape
29.0,128.18,42.14,sweet grape
28.65,55.51,50.16,sweet grape
26.91,133.48,42.91,sweet grape
21.67,84.82,47.02,sweet grape
21.26,71.19,42.43,sweet grape
22.76,106.7,48.07,sweet grape
29.05,191.79,48.26,sweet grape
29.17,160.37,42.47,green cucumber
18.09,160.22,33.54,green cucumber
22.79,193.18,42.6,green cucumber
27.19,161.14,35.02,green cucumber
30.99,196.02,43.45,green cucumber
24.12,175.46,40.78,green cucumber
22.98,185.35,38.08,green cucumber
20.1,157.51,36.51,green cucumber
26.02,155.51,42.06,green cucumber
21.25,161.95,34.95,green cucumber
20.48,166.09,39.6,green cucumber
26.9,159.34,46.21,green cucumber
29.79,187.91,41.43,green cucumber
23.24,195.49,35.22,green cucumber
24.16,159.44,36.16,green cucumber
31.2,103.06,64.58,hops
22.71,110.39,60.73,hops
24.12,127.64,63.42,hops
24.49,115.34,69.1,hops
24.05,70.35,67.86,hops
31.8,78.9,64.13,hops
24.2,54.67,76.65,hops
27.58,50.77,67.0,hops
23.04,113.2,75.05,hops
23.32,155.53,64.77,hops
23.04,139.44,69.27,hops
24.76,92.92,62.93,hops
24.9,142.87,67.31,hops
24.18,157.96,69.02,hops
23.78,50.01,70.78,hops
14.71,273.6,57.35,valley berry
19.73,275.1,57.16,valley berry
20.6,229.67,57.14,valley berry
18.35,230.09,43.87,valley berry
6.5,222.93,42.67,valley berry
8.45,227.62,56.76,valley berry
9.48,243.6,59.61,valley berry
10.08,248.37,50.64,valley berry
15.87,276.97,57.9,valley berry
17.45,270.79,41.69,valley berry
18.93,214.64,58.78,valley berry
13.36,201.36,61.17,valley berry
18.06,330.34,45.66,valley berry
9.53,304.1,41.53,valley berry
20.57,227.86,45.8,valley berry
33.65,146.47,34.01,mountain yam
33.08,207.47,32.34,mountain yam
28.79,194.64,40.1,mountain yam
27.45,221.73,43.18,mountain yam
36.18,211.09,40.66,mountain yam
32.54,120.94,37.0,mountain yam
32.89,137.07,45.16,mountain yam
33.28,241.91,42.77,mountain yam
32.14,241.91,44.85,mountain yam
31.98,174.58,45.91,mountain yam
25.53,254.78,41.6,mountain yam
32.73,219.45,32.75,mountain yam
27.63,229.77,46.44,mountain yam
26.37,247.22,34.87,mountain yam
36.49,220.73,33.39,mountain yam
28.81,182.16,80.14,winter papaya
25.24,181.95,88.59,winter papaya
27.33,132.37,65.41,winter papaya
25.71,81.66,86.54,winter papaya
28.22,152.19,83.0,winter papaya
25.69,95.87,81.74,winter papaya
24.74,153.88,72.13,winter papaya
24.59,89.28,73.85,winter papaya
25.53,78.36,69.58,winter papaya
26.25,96.77,88.78,winter papaya
27.5,135.55,65.45,winter papaya
24.54,177.83,70.2,winter papaya
25.37,97.74,67.97,winter papaya
25.33,180.72,84.58,winter papaya
27.33,140.81,80.41,winter papaya
19.69,88.56,56.29,southern thyme
11.98,83.16,46.92,southern thyme
15.15,91.23,59.02,southern thyme
23.69,94.46,50.6,southern thyme
12.05,127.0,45.98,southern thyme
20.04,110.06,48.2,southern thyme
24.43,44.18,53.0,southern thyme
13.53,120.52,49.9,southern thyme
23.54,60.43,45.82,southern thyme
16.05,122.6,54.64,southern thyme
17.46,37.2,46.96,southern thyme
12.65,96.55,52.51,southern thyme
12.47,121.08,61.88,southern thyme
23.44,37.73,51.5,southern thyme
18.48,96.98,51.02,southern thyme
8.73,132.37,60.28,mountain potato
10.9,110.54,69.99,mountain potato
11.19,183.15,62.84,mountain potato
8.57,159.65,70.53,mountain potato
8.84,151.29,59.11,mountain potato
10.58,152.58,72.1,mountain potato
9.94,143.01,61.64,mountain potato
8.25,137.06,62.27,mountain potato
10.44,67.53,70.08,mountain potato
11.75,74.67,64.03,mountain potato
5.8,139.61,69.75,mountain potato
5.81,152.07,65.95,mountain potato
7.54,64.07,59.44,mountain potato
11.02,93.61,62.95,mountain potato
10.48,160.12,59.29,mountain potato
20.93,166.48,70.58,sweet okra
22.94,183.61,52.85,sweet okra
17.68,186.96,57.03,sweet okra
20.11,247.89,58.06,sweet okra
16.95,218.37,70.63,sweet okra
16.59,223.09,60.86,sweet okra
20.14,169.49,65.87,sweet okra
22.45,193.84,55.92,sweet okra
20.54,232.22,70.02,sweet okra
22.15,247.69,66.88,sweet okra
19.12,192.16,65.86,sweet okra
21.31,235.14,63.89,sweet okra
23.71,176.34,67.76,sweet okra
19.33,210.59,51.18,sweet okra
18.12,207.07,53.05,sweet okra
